participant_id,session_id,fatigue_level,muse_eeg_alpha_TP9_mean,muse_eeg_alpha_TP9_std,muse_eeg_alpha_AF7_mean,muse_eeg_alpha_AF7_std,muse_eeg_alpha_AF8_mean,muse_eeg_alpha_AF8_std,muse_eeg_alpha_TP10_mean,muse_eeg_alpha_TP10_std,muse_eeg_beta_TP9_mean,muse_eeg_beta_TP9_std,muse_eeg_beta_AF7_mean,muse_eeg_beta_AF7_std,muse_eeg_beta_AF8_mean,muse_eeg_beta_AF8_std,muse_eeg_beta_TP10_mean,muse_eeg_beta_TP10_std,wrist_hr_hr_mean,wrist_hr_hr_std,wrist_eda_eda_mean,wrist_eda_eda_std
07,02,Medium,0.594036058473682,0.4255084665755398,0.42287919098797694,0.21537830159958385,0.33874373119950746,0.24286353054205087,0.6035804485768064,0.3306453285528259,0.4437719077936961,0.30881340861000073,0.36548095430436833,0.1534227107344371,0.1712319557519674,0.1679042492232876,0.545556443423108,0.27200590912897316,80.85025931928688,9.264152843797119,0.14690677951002226,0.03612804837055253
07,03,High,0.9778137385037545,0.5354346483491454,0.4036348786298353,0.22118349661460845,0.41446404972030404,0.36332338851846735,0.6117959472997959,0.29646894805412893,0.8559964964418807,0.4759432951274493,0.41439782997850305,0.18931748995093398,0.22491198979398805,0.27559953282793925,0.6751632063760167,0.20703961473777097,105.1076017130621,11.034200169788859,3.4216701576504196,2.6222591923948992
08,01,Low,1.1972509990800941,0.30736461767845624,0.3288569314086624,0.19505874138997562,0.34099338638834775,0.2035561311133137,1.1257817682204045,0.28157633900200685,0.725986850247956,0.19423108282868315,0.16039410040839158,0.14487595956375787,0.09684334071131313,0.1825665715457484,0.763159610430059,0.13042670774175882,81.28916815742397,10.01821038982757,0.7201176524949653,0.10514755289312096
08,03,Medium,0.9541341254215562,0.2470795395055501,0.3976140391335381,0.20795454285886658,0.4211735260166053,0.29900619361841924,0.8137655861431036,0.32251021554392856,0.6079967299875646,0.1438178475031489,0.15966236353331947,0.16630051385408887,0.18538950283557004,0.21732833838096807,0.5141340209937901,0.1544450376278126,81.54886731391586,9.190118994715794,0.4396317540983607,0.09562288241930887
08,02,High,1.0321606606299636,0.29917878544794263,0.4474762741999725,0.26789673045882695,0.4604801842572583,0.3041365527339593,0.9551268935221751,0.3946793486778527,0.5943886622977601,0.1896827072729192,0.28010623060561685,0.2510555347565286,0.1879106753792031,0.1790571710201458,0.685933272778357,0.13790655477732783,107.84208894878707,23.158781543228393,0.53690113693086,0.15150419475972154
09,02,Low,0.8921569230962657,0.32126606275616854,0.3840532301396438,0.33637503394269475,0.28482979004329395,0.3357538915776825,0.8513473433412604,0.30505893551312774,0.6988817538719695,0.21814563891621114,0.08414937778827024,0.20848017595392848,-0.04645514645482158,0.15930341980636742,0.41654710326156813,0.23863924485289248,100.14638709677419,26.75313768137077,1.5786910888177637,1.174088409308394
09,03,Medium,0.8852869308277378,0.3118418879521213,0.3578452761908775,0.29639067134625485,0.2657061978962761,0.286088918977758,0.8579126539308627,0.27597574473680786,0.7869074073970164,0.1685075792009513,0.11287401938299015,0.16638622256489688,-0.01565442662917791,0.1588490348671616,0.49367326709720716,0.264783932475072,92.06107800175285,12.852053668033589,0.6584819730558598,0.3995712515523296
09,01,High,0.8415165732794943,0.3149152343454421,0.4717003523405975,0.3736199030670413,0.33162453847412265,0.37154759656155806,0.8175064415897291,0.30812963767616786,0.8249816464897377,0.21350527823637075,0.1351180994096798,0.2046469749688405,0.04718758500990341,0.18667614217041734,0.5819629155846403,0.20190670355204848,98.31996798975673,21.15292238058858,3.880380438950232,4.33165224488663
10,03,Low,0.8753027843687649,0.45467046721804855,0.29219533552765103,0.2811951564641594,0.20661287423964922,0.29120632300109944,0.6017192988607768,0.16994782514630236,0.7213290636757277,0.3373174960355444,0.04523760044958591,0.19944131309446858,-0.016082403800561723,0.1852883256836419,0.6289043182256002,0.11171040608179181,81.98878585086041,15.505731916181468,3.218708975388292,2.152011945773094
10,02,Medium,0.9128840024730489,0.3317263112959117,0.3416296962453241,0.3252771033971827,0.38140870748262024,0.3811823729920501,0.6879493515178479,0.288520540707256,0.6977173158537155,0.2622268509853939,0.1026409583075406,0.22653166804309638,0.14188086744530345,0.25649083689231394,0.45036281195527617,0.201617248192769,87.84775280898877,25.774165315562215,3.6353545887688985,2.1824912042176248
10,01,High,0.8815450450571349,0.5479719961424502,0.41886300385176184,0.5875401580249306,0.42138298026107707,0.5556238302720825,0.5763474234591212,0.5231627068212815,0.598215312392524,0.44412981201076346,0.12029596489089489,0.3743823147382786,0.1140719307041493,0.3469870035844347,0.38109605881451963,0.3889171932983284,88.78053156146179,12.076987239433132,3.726139867997781,2.480043178052678
11,03,Low,0.8701165400677269,0.3245874055162214,0.20550550750380994,0.2818312080786848,0.25363045400892303,0.23713909811552245,0.7943180799484253,0.0,0.6877115668456223,0.25497330748001534,0.005153861100333736,0.13471532411627035,-0.022775890171086874,0.13724807633626493,0.7661855816841125,0.0,75.66992783505154,19.092050044911034,0.13370263418406808,0.057273770033447476
11,01,Medium,0.9249227726116804,0.5253272849860766,0.26196754972255987,0.3232075565508052,0.24885396121880388,0.2504339950067595,0.8518238463642286,0.519037982568241,0.8341420391781761,0.3777272202937303,0.14110063911430284,0.22951800120404092,0.12328753859756775,0.20246270343728406,0.7503011592700282,0.3315293039767229,88.37880616174583,31.790684428440414,6.229847225878953,2.700083824150694
11,02,High,0.7975871234864134,0.22729308459164263,0.23606394481678714,0.2283787003400458,0.3290193356837504,0.21890221313713878,0.8896101576541464,0.5173566607579627,0.7411184311998468,0.23713736203769575,0.074082299745054,0.1490772366313315,0.1688075099248533,0.2098973071402271,0.6795673495654685,0.3320183721298812,71.77369411764705,12.856851171926547,3.788281365471291,3.7752855095790925
12,02,Low,0.9450312080793705,0.25186871400437877,0.21318319879020603,0.22627602064059155,0.2185779393968546,0.23659527659882115,0.8544612226109762,0.3279519111171029,0.7499249730559687,0.1842161172230478,0.06042373404168824,0.25612242751450753,-0.10809037988165816,0.16641547574867527,0.5854642472898545,0.23959247461017943,72.75994560290118,6.562102408437166,0.26431657000453107,0.06338303720130464
12,01,Medium,-inf,,-inf,,0.7962893175773355,0.6439038041343166,1.1784056321012804,0.8635323992936146,-inf,,-inf,,0.36775687940553664,0.4868397841366159,0.9626728724937724,0.6361796453652085,80.2782337317397,11.853849612357008,1.598193738581631,0.7327664607838505
12,03,High,0.8103110077944324,0.5055576672914971,0.5577503728108016,0.5637180922424209,0.47986701549233124,0.47357248887450637,0.6923470545389282,0.4273073420191563,0.5931301964651355,0.40094616611028183,0.20766835975540113,0.3995177073842325,0.11509205297117688,0.34673222314642144,0.5541635971666793,0.2567486389541529,84.2663644859813,24.072287758748462,1.4110031747255314,1.0827272868969677
